日期,当前持仓,调整后方案
2023-01-31,1.0556893348854564,1.0406946841227571
2023-02-01,1.0571541640761224,1.0465820533318395
2023-02-02,1.059036907927024,1.0528771699649706
2023-02-03,1.0570143835075665,1.047795715620113
2023-02-06,1.0554331444242016,1.0447077613852542
2023-02-07,1.0555493283140953,1.050482214502102
2023-02-08,1.055524716856796,1.0450777648944676
2023-02-09,1.05595398148775,1.0451467727045454
2023-02-10,1.055434749247599,1.0433785366094201
2023-02-13,1.056381277284993,1.049826761473053
2023-02-14,1.056471369899058,1.0505422597477552
2023-02-15,1.0564910516760007,1.0515692260870542
2023-02-16,1.0564504699476218,1.04783416627115
2023-02-17,1.0563581014414671,1.045865860743456
2023-02-20,1.057117637157965,1.048591639317096
2023-02-21,1.056346114218263,1.0417638739882584
2023-02-22,1.0571726045805918,1.0426134022014923
2023-02-23,1.0570676225798354,1.045561913745149
2023-02-24,1.0573355174364991,1.0408222156992089
2023-02-27,1.0574062068733279,1.0448184514999725
2023-02-28,1.05733991795869,1.044565039549286
2023-03-01,1.0579878069160378,1.0439153221595185
2023-03-02,1.0579858393618427,1.0426418938398496
2023-03-03,1.0590114832910331,1.050197766133223
2023-03-06,1.0605941072212781,1.0505996621277827
2023-03-07,1.0604826876044877,1.0461863042141042
2023-03-08,1.0593380591696915,1.0473878169511441
2023-03-09,1.0593103273403859,1.0430571103180937
2023-03-10,1.059982362784027,1.0389275560838929
2023-03-13,1.0614255408615856,1.0408409190064936
2023-03-14,1.063575840935843,1.0447167866032958
2023-03-15,1.0635106515379373,1.0431849058580553
2023-03-16,1.0652841186346091,1.0514601692725438
2023-03-17,1.0659854550624341,1.0500706025450863
2023-03-20,1.0714883589105215,1.0538048318974953
2023-03-21,1.0694439933988429,1.0569522137640754
2023-03-22,1.067126238892435,1.051228951752686
2023-03-23,1.068639508137303,1.0556261347211382
2023-03-24,1.0691390764868651,1.055303516741367
2023-03-27,1.0685173006118045,1.0551759353766186
2023-03-28,1.0680821899401174,1.0535297998426467
2023-03-29,1.0687335830568487,1.0585686369550458
2023-03-30,1.0690124716590514,1.0621985847479383
2023-03-31,1.07049833461717,1.0673561078018248
2023-04-03,1.0691155350768402,1.0678329428115083
2023-04-04,1.070406461812395,1.0676037713148454
2023-04-06,1.0726765205490763,1.0697483961474235
2023-04-07,1.0725748966287492,1.070556256946207
2023-04-10,1.0716286517400884,1.0686066157508047
2023-04-11,1.0722625663777787,1.0688512269770611
2023-04-12,1.0732248859178046,1.0679227716334578
2023-04-13,1.0736995099101962,1.0711405064006758
2023-04-14,1.0742434490565438,1.0711520110236115
2023-04-17,1.0731871052778383,1.0720593723425602
2023-04-18,1.0728041889256374,1.072784132310294
2023-04-19,1.0728485781711072,1.0713778719867073
2023-04-20,1.0731080169709768,1.0709667634134679
2023-04-21,1.0726243350268594,1.067384127057767
2023-04-24,1.0725927445568826,1.066473787017899
2023-04-25,1.0736283497115762,1.062273172954319
2023-04-26,1.07406139754641,1.0648125262347017
2023-04-27,1.0748081775753837,1.071969401784103
2023-04-28,1.073998704492451,1.0745177913423771
2023-05-04,1.077001924534461,1.0703367768414105
2023-05-05,1.0782013241953938,1.0762498312632072
2023-05-08,1.0770293412596712,1.0766017568933086
2023-05-09,1.0773396479370645,1.0748816735032745
2023-05-10,1.0781277324948817,1.077294397912443
2023-05-11,1.078447878477569,1.0765208382896354
2023-05-12,1.0777938318025124,1.0759699600951422
2023-05-15,1.0785571800445626,1.0800054730553048
2023-05-16,1.0782490120059014,1.0774130148871994
2023-05-17,1.0779330871310173,1.0813381148015304
2023-05-18,1.0781041872422465,1.0862224402981786
2023-05-19,1.0777202525827114,1.0871123733107257
2023-05-22,1.0784391045718205,1.0875105681492068
2023-05-23,1.0777245123300325,1.0830199322565188
2023-05-24,1.0785958319024733,1.082075097105161
2023-05-25,1.0785995121153746,1.0858298367423271
2023-05-26,1.0783010462570346,1.0921973062989063
2023-05-29,1.0782281471951518,1.0907310203909422
2023-05-30,1.0781537165511454,1.0929224758194733
2023-05-31,1.0799357608462659,1.09226614647237
2023-06-01,1.0801576811177862,1.096645866986764
2023-06-02,1.0808470268351535,1.1015024458835516
2023-06-05,1.0795587882385458,1.0993994150375919
2023-06-06,1.0805561351247994,1.1003658424885012
2023-06-07,1.0804878471062989,1.0976353610214367
